Ngày,Mã hóa đơn,Mã khách hàng,Mã cửa hàng,Mã sản phẩm,Danh mục,Số lượng,Đơn giá,Giá vốn,Doanh thu,Tồn kho,Mã khuyến mãi,Loại khuyến mãi,Giảm giá,Ngày bắt đầu khuyến mãi,Ngày kết thúc khuyến mãi
2025-01-03 08:14:00,HD0000138,KHACH_LE,CH02,SP063,Chăm sóc cá nhân,2,76500,53635,153000,300,,,,,
2025-01-03 13:06:00,HD0000139,KH00054,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,162739,147,,,,,
2025-01-03 14:18:00,HD0000140,KH01443,CH02,SP046,Văn phòng phẩm,2,6000,3637,9637,378,,,,,
2025-01-03 14:18:00,HD0000140,KH01443,CH02,SP029,Hóa mỹ phẩm,1,27500,20130,22084,382,,,,,
2025-01-03 14:18:00,HD0000140,KH01443,CH02,SP015,Bánh kẹo,1,34500,25984,27706,440,,,,,
2025-01-03 09:36:00,HD0000141,KH01995,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,44179,473,,,,,
2025-01-03 10:03:00,HD0000142,KH00898,CH02,SP026,Thực phẩm khô,2,36000,28252,71346,218,,,,,
2025-01-03 17:52:00,HD0000143,KH01261,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,116877,146,,,,,
2025-01-03 17:52:00,HD0000143,KH01261,CH01,SP045,Đồ gia dụng,1,157500,115074,126953,292,,,,,
2025-01-03 20:12:00,HD0000144,KH02044,CH01,SP039,Đồ gia dụng,1,68500,43064,61662,203,,,,,
2025-01-03 20:12:00,HD0000144,KH02044,CH01,SP043,Đồ gia dụng,1,102500,79037,92268,430,,,,,
2025-01-03 17:08:00,HD0000145,KH02428,CH01,SP062,Chăm sóc cá nhân,4,67000,37895,222306,190,,,,,
2025-01-03 17:08:00,HD0000145,KH02428,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,48111,427,,,,,
2025-01-03 14:42:00,HD0000146,KH00054,CH02,SP018,Bánh kẹo,1,10000,6820,11223,312,,,,,
2025-01-03 14:42:00,HD0000146,KH00054,CH02,SP001,Đồ uống,1,28500,22599,31987,163,,,,,
2025-01-03 11:39:00,HD0000147,KH01995,CH02,SP001,Đồ uống,1,28500,22599,28295,162,,,,,
2025-01-03 11:39:00,HD0000147,KH01995,CH02,SP015,Bánh kẹo,3,34500,25984,102754,437,,,,,
2025-01-03 20:28:00,HD0000148,KH01738,CH01,SP001,Đồ uống,1,28500,22599,24863,161,,,,,
2025-01-03 20:28:00,HD0000148,KH01738,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,38822,472,,,,,
2025-01-03 20:28:00,HD0000148,KH01738,CH01,SP033,Hóa mỹ phẩm,2,70000,51273,122135,387,,,,,
2025-01-03 20:28:00,HD0000148,KH01738,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,58451,189,,,,,
2025-01-03 15:45:00,HD0000149,KH01612,CH01,SP052,Văn phòng phẩm,1,35000,25680,28764,294,,,,,
2025-01-03 14:46:00,HD0000150,KH01753,CH01,SP015,Bánh kẹo,1,34500,25984,33692,436,,,,,
2025-01-03 16:38:00,HD0000151,KH00672,CH01,SP067,Chăm sóc cá nhân,1,47000,30923,41310,276,,,,,
2025-01-03 11:56:00,HD0000152,KH01608,CH01,SP044,Đồ gia dụng,1,159000,121775,122014,322,,,,,
2025-01-03 11:56:00,HD0000152,KH01608,CH01,SP022,Thực phẩm khô,2,72000,53556,110503,269,,,,,
2025-01-03 14:51:00,HD0000153,KH01753,CH01,SP026,Thực phẩm khô,1,36000,28252,35157,217,,,,,
2025-01-03 14:51:00,HD0000153,KH01753,CH01,SP050,Văn phòng phẩm,1,33500,22919,32715,221,,,,,
2025-01-03 15:35:00,HD0000154,KHACH_LE,CH02,SP044,Đồ gia dụng,1,159000,121775,159000,321,,,,,
2025-01-03 15:35:00,HD0000154,KHACH_LE,CH02,SP052,Văn phòng phẩm,1,35000,25680,35000,293,,,,,
2025-01-03 13:58:00,HD0000155,KH02255,CH02,SP039,Đồ gia dụng,1,68500,43064,66287,202,,,,,
2025-01-03 15:45:00,HD0000156,KH01261,CH01,SP022,Thực phẩm khô,1,72000,53556,58036,268,,,,,
2025-01-03 15:45:00,HD0000156,KH01261,CH01,SP039,Đồ gia dụng,1,68500,43064,55214,201,,,,,
2025-01-04 08:58:00,HD0000157,KH00334,CH02,SP022,Thực phẩm khô,1,72000,53556,79035,267,,,,,
2025-01-04 16:37:00,HD0000158,KH00736,CH01,SP001,Đồ uống,1,28500,22599,26470,160,,,,,
2025-01-04 16:37:00,HD0000158,KH00736,CH01,SP049,Văn phòng phẩm,1,31000,22009,28791,219,,,,,
2025-01-04 11:00:00,HD0000159,KH02255,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,140315,145,,,,,
2025-01-04 11:00:00,HD0000159,KH02255,CH02,SP026,Thực phẩm khô,1,36000,28252,34837,216,,,,,
2025-01-04 11:00:00,HD0000159,KH02255,CH02,SP031,Hóa mỹ phẩm,1,44000,26872,42578,188,,,,,
2025-01-04 20:41:00,HD0000160,KH00051,CH02,SP035,Hóa mỹ phẩm,2,58000,32258,141931,263,,,,,
2025-01-04 19:54:00,HD0000161,KH01738,CH01,SP014,Bánh kẹo,1,33000,24236,28789,158,,,,,
2025-01-04 13:05:00,HD0000162,KH00051,CH02,SP021,Thực phẩm khô,1,65000,49625,79530,346,,,,,
2025-01-04 13:05:00,HD0000162,KH00051,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,81977,188,,,,,
2025-01-04 12:53:00,HD0000163,KH01071,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,56105,187,,,,,
2025-01-04 12:53:00,HD0000163,KH01071,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,48568,426,,,,,
2025-01-04 08:50:00,HD0000164,KH02419,CH01,SP060,Mẹ & bé,1,218000,139411,246887,396,,,,,
2025-01-04 16:39:00,HD0000165,KH00051,CH01,SP050,Văn phòng phẩm,3,33500,22919,122966,218,,,,,
2025-01-04 16:39:00,HD0000165,KH00051,CH01,SP021,Thực phẩm khô,3,65000,49625,238591,343,,,,,
2025-01-04 16:39:00,HD0000165,KH00051,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,177414,144,,,,,
2025-01-04 16:39:00,HD0000165,KH00051,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,108895,470,,,,,
2025-01-04 13:47:00,HD0000166,KH00699,CH01,SP014,Bánh kẹo,2,33000,24236,65996,156,,,,,
2025-01-04 16:02:00,HD0000167,KH00054,CH02,SP059,Mẹ & bé,2,52500,41576,117846,391,,,,,
2025-01-04 15:20:00,HD0000168,KH02374,CH01,SP004,Đồ uống,1,20000,16036,16096,492,,,,,
2025-01-04 16:18:00,HD0000169,KH01646,CH02,SP036,Hóa mỹ phẩm,1,114500,75585,91515,309,,,,,
2025-01-04 19:56:00,HD0000170,KH00054,CH02,SP053,Văn phòng phẩm,1,20000,13022,22447,271,,,,,
2025-01-04 08:24:00,HD0000171,KH00699,CH02,SP058,Mẹ & bé,3,123000,92733,368979,313,,,,,
2025-01-04 08:24:00,HD0000171,KH00699,CH02,SP039,Đồ gia dụng,1,68500,43064,68496,200,,,,,
2025-01-04 20:32:00,HD0000172,KH00506,CH01,SP045,Đồ gia dụng,3,157500,115074,529295,289,,,,,
2025-01-04 20:32:00,HD0000172,KH00506,CH01,SP033,Hóa mỹ phẩm,1,70000,51273,78414,386,,,,,
2025-01-04 20:32:00,HD0000172,KH00506,CH01,SP043,Đồ gia dụng,3,102500,79037,344462,427,,,,,
2025-01-04 14:55:00,HD0000173,KH02374,CH01,SP005,Đồ uống,2,25000,18576,40239,275,,,,,
2025-01-04 18:16:00,HD0000174,KH01995,CH01,SP049,Văn phòng phẩm,1,31000,22009,30777,218,,,,,
2025-01-04 13:23:00,HD0000175,KH02418,CH02,SP039,Đồ gia dụng,2,68500,43064,106572,198,,,,,
2025-01-04 13:23:00,HD0000175,KH02418,CH02,SP043,Đồ gia dụng,1,102500,79037,79735,426,,,,,
2025-01-04 13:52:00,HD0000176,KH00506,CH02,SP058,Mẹ & bé,1,123000,92733,137785,312,,,,,
2025-01-04 13:57:00,HD0000177,KH01545,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,46915,469,,,,,
2025-01-04 13:57:00,HD0000177,KH01545,CH01,SP011,Bánh kẹo,2,36000,23575,75907,464,,,,,
2025-01-04 15:18:00,HD0000178,KH01753,CH01,SP019,Bánh kẹo,1,34500,23560,33692,422,,,,,
2025-01-04 14:29:00,HD0000179,KH01694,CH02,SP059,Mẹ & bé,4,52500,41576,173833,387,,,,,
2025-01-04 14:29:00,HD0000179,KH01694,CH02,SP034,Hóa mỹ phẩm,4,145000,82401,480111,140,,,,,
2025-01-04 14:29:00,HD0000179,KH01694,CH02,SP008,Đồ uống,2,17500,12667,28972,468,,,,,
2025-01-04 12:02:00,HD0000180,KH02124,CH01,SP045,Đồ gia dụng,1,157500,115074,157549,288,,,,,
2025-01-04 12:35:00,HD0000181,KHACH_LE,CH01,SP037,Hóa mỹ phẩm,1,37000,21071,37000,274,,,,,
2025-01-04 12:35:00,HD0000181,KHACH_LE,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,145000,139,,,,,
2025-01-04 19:47:00,HD0000182,KH00051,CH02,SP047,Văn phòng phẩm,1,48000,35404,58730,336,,,,,
2025-01-04 19:47:00,HD0000182,KH00051,CH02,SP013,Bánh kẹo,1,14500,10565,17741,488,,,,,
2025-01-04 19:47:00,HD0000182,KH00051,CH02,SP024,Thực phẩm khô,1,47500,37727,58118,381,,,,,
2025-01-04 20:34:00,HD0000183,KH01053,CH02,SP053,Văn phòng phẩm,2,20000,13022,34399,269,,,,,
2025-01-04 18:19:00,HD0000184,KH00672,CH02,SP061,Mẹ & bé,1,198000,126558,174031,401,,,,,
2025-01-04 11:51:00,HD0000185,KH01995,CH02,SP029,Hóa mỹ phẩm,2,27500,20130,54604,380,,,,,
2025-01-04 11:33:00,HD0000186,KH00898,CH02,SP053,Văn phòng phẩm,2,20000,13022,39637,267,,,,,
2025-01-04 20:39:00,HD0000187,KH00571,CH01,SP014,Bánh kẹo,1,33000,24236,33501,155,,,,,
2025-01-04 09:36:00,HD0000188,KH01646,CH02,SP044,Đồ gia dụng,1,159000,121775,127081,320,,,,,
2025-01-04 09:36:00,HD0000188,KH01646,CH02,SP037,Hóa mỹ phẩm,1,37000,21071,29572,273,,,,,
2025-01-04 09:36:00,HD0000188,KH01646,CH02,SP055,Mẹ & bé,2,66000,52356,105502,481,,,,,
2025-01-04 09:41:00,HD0000189,KH01545,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,70636,186,,,,,
2025-01-04 19:04:00,HD0000190,KH00898,CH02,SP018,Bánh kẹo,1,10000,6820,9909,311,,,,,
2025-01-04 18:16:00,HD0000191,KH02124,CH01,SP057,Mẹ & bé,1,83000,52164,83026,331,,,,,
2025-01-04 18:16:00,HD0000191,KH02124,CH01,SP058,Mẹ & bé,1,123000,92733,123038,311,,,,,
2025-01-04 09:51:00,HD0000192,KHACH_LE,CH01,SP052,Văn phòng phẩm,1,35000,25680,35000,292,,,,,
2025-01-04 09:51:00,HD0000192,KHACH_LE,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,67000,185,,,,,
2025-01-04 13:00:00,HD0000193,KH00898,CH01,SP001,Đồ uống,1,28500,22599,28241,159,,,,,
2025-01-04 13:00:00,HD0000193,KH00898,CH01,SP044,Đồ gia dụng,1,159000,121775,157556,319,,,,,
2025-01-04 10:28:00,HD0000194,KHACH_LE,CH01,SP053,Văn phòng phẩm,1,20000,13022,20000,266,,,,,
2025-01-04 10:28:00,HD0000194,KHACH_LE,CH01,SP047,Văn phòng phẩm,2,48000,35404,96000,334,,,,,
2025-01-04 10:28:00,HD0000194,KHACH_LE,CH01,SP058,Mẹ & bé,5,123000,92733,615000,306,,,,,
2025-01-04 10:28:00,HD0000194,KHACH_LE,CH01,SP064,Chăm sóc cá nhân,1,58000,30893,58000,425,,,,,
2025-01-04 14:55:00,HD0000195,KH00717,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,46989,187,,,,,
2025-01-04 14:55:00,HD0000195,KH00717,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,95045,467,,,,,
2025-01-04 18:14:00,HD0000196,KH00898,CH02,SP034,Hóa mỹ phẩm,2,145000,82401,287365,137,,,,,
2025-01-04 18:14:00,HD0000196,KH00898,CH02,SP013,Bánh kẹo,1,14500,10565,14368,487,,,,,
2025-01-04 18:14:00,HD0000196,KH00898,CH02,SP027,Thực phẩm khô,1,56500,41015,55987,247,,,,,
2025-01-04 11:23:00,HD0000197,KH00898,CH01,SP064,Chăm sóc cá nhân,2,58000,30893,114946,423,,,,,
2025-01-04 11:23:00,HD0000197,KH00898,CH01,SP015,Bánh kẹo,1,34500,25984,34187,435,,,,,
2025-01-04 11:23:00,HD0000197,KH00898,CH01,SP052,Văn phòng phẩm,1,35000,25680,34682,291,,,,,
2025-01-04 10:11:00,HD0000198,KH01753,CH01,SP001,Đồ uống,1,28500,22599,27832,158,,,,,
2025-01-04 10:11:00,HD0000198,KH01753,CH01,SP026,Thực phẩm khô,1,36000,28252,35157,215,,,,,
2025-01-04 13:46:00,HD0000199,KH00898,CH01,SP036,Hóa mỹ phẩm,1,114500,75585,113460,308,,,,,
2025-01-04 13:46:00,HD0000199,KH00898,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,57473,262,,,,,
2025-01-05 16:08:00,HD0000200,KH00334,CH01,SP061,Mẹ & bé,1,198000,126558,217347,400,,,,,
2025-01-05 16:08:00,HD0000200,KH00334,CH01,SP039,Đồ gia dụng,1,68500,43064,75193,197,,,,,
2025-01-05 16:08:00,HD0000200,KH00334,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,48848,466,,,,,
2025-01-05 09:08:00,HD0000201,KH00054,CH02,SP045,Đồ gia dụng,1,157500,115074,176768,287,,,,,
2025-01-05 08:39:00,HD0000202,KH00672,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,39113,465,,,,,
2025-01-05 13:00:00,HD0000203,KH00054,CH01,SP054,Mẹ & bé,1,173500,135435,194726,336,,,,,
2025-01-05 17:35:00,HD0000204,KHACH_LE,CH01,SP014,Bánh kẹo,1,33000,24236,33000,154,,,,,
2025-01-05 13:27:00,HD0000205,KH01053,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,124698,136,,,,,
2025-01-05 13:27:00,HD0000205,KH01053,CH01,SP057,Mẹ & bé,2,83000,52164,142758,329,,,,,
2025-01-05 08:15:00,HD0000206,KH00699,CH01,SP008,Đồ uống,1,17500,12667,17499,467,,,,,
2025-01-05 08:15:00,HD0000206,KH00699,CH01,SP053,Văn phòng phẩm,1,20000,13022,19999,265,,,,,
2025-01-05 18:26:00,HD0000207,KH02255,CH02,SP003,Đồ uống,1,28500,21313,27579,291,,,,,
2025-01-05 18:26:00,HD0000207,KH02255,CH02,SP060,Mẹ & bé,1,218000,139411,210956,395,,,,,
2025-01-05 14:06:00,HD0000208,KH02245,CH01,SP049,Văn phòng phẩm,1,31000,22009,29705,217,,,,,
2025-01-05 16:24:00,HD0000209,KH01738,CH01,SP017,Bánh kẹo,1,33500,26098,29225,469,,,,,
2025-01-05 15:37:00,HD0000210,KH01545,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,61148,261,,,,,
2025-01-05 15:37:00,HD0000210,KH01545,CH01,SP011,Bánh kẹo,1,36000,23575,37954,463,,,,,
2025-01-05 15:37:00,HD0000210,KH01545,CH01,SP061,Mẹ & bé,1,198000,126558,208745,399,,,,,
2025-01-05 15:37:00,HD0000210,KH01545,CH01,SP022,Thực phẩm khô,1,72000,53556,75907,266,,,,,
2025-01-05 20:04:00,HD0000211,KH02122,CH02,SP062,Chăm sóc cá nhân,2,67000,37895,148486,183,,,,,
2025-01-05 20:04:00,HD0000211,KH02122,CH02,SP019,Bánh kẹo,1,34500,23560,38230,421,,,,,
2025-01-05 14:21:00,HD0000212,KH00506,CH01,SP035,Hóa mỹ phẩm,2,58000,32258,129943,259,,,,,
2025-01-05 14:21:00,HD0000212,KH00506,CH01,SP052,Văn phòng phẩm,1,35000,25680,39207,290,,,,,
2025-01-05 14:21:00,HD0000212,KH00506,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,49849,464,,,,,
2025-01-05 11:13:00,HD0000213,KH00745,CH01,SP021,Thực phẩm khô,1,65000,49625,73676,342,,,,,
2025-01-05 08:57:00,HD0000214,KH02374,CH01,SP045,Đồ gia dụng,4,157500,115074,507016,283,,,,,
2025-01-05 08:57:00,HD0000214,KH02374,CH01,SP052,Văn phòng phẩm,4,35000,25680,112670,286,,,,,
2025-01-05 16:50:00,HD0000215,KH01997,CH01,SP039,Đồ gia dụng,2,68500,43064,150866,195,,,,,
2025-01-05 16:48:00,HD0000216,KH00334,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,48848,463,,,,,
2025-01-05 16:48:00,HD0000216,KH00334,CH01,SP064,Chăm sóc cá nhân,2,58000,30893,127335,421,,,,,
2025-01-05 12:37:00,HD0000217,KH00736,CH02,SP059,Mẹ & bé,1,52500,41576,48760,386,,,,,
2025-01-05 16:25:00,HD0000218,KH02374,CH02,SP035,Hóa mỹ phẩm,4,58000,32258,186711,255,,,,,
2025-01-05 20:59:00,HD0000219,KH00898,CH02,SP032,Hóa mỹ phẩm,1,72500,50003,71841,430,,,,,
2025-01-05 20:20:00,HD0000220,KH02419,CH02,SP043,Đồ gia dụng,1,102500,79037,116082,425,,,,,
2025-01-05 20:20:00,HD0000220,KH02419,CH02,SP038,Đồ gia dụng,4,74500,55041,337488,184,,,,,
2025-01-05 20:20:00,HD0000220,KH02419,CH02,SP067,Chăm sóc cá nhân,2,47000,30923,106456,274,,,,,
2025-01-05 10:15:00,HD0000221,KH01051,CH01,SP046,Văn phòng phẩm,3,6000,3637,13866,375,,,,,
2025-01-05 10:15:00,HD0000221,KH01051,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,111696,135,,,,,
2025-01-05 10:15:00,HD0000221,KH01051,CH01,SP042,Đồ gia dụng,1,121000,95793,93208,238,,,,,
2025-01-05 19:04:00,HD0000222,KH00396,CH01,SP045,Đồ gia dụng,1,157500,115074,142960,282,,,,,
2025-01-05 12:26:00,HD0000223,KH01608,CH01,SP008,Đồ uống,1,17500,12667,13429,466,,,,,
2025-01-05 20:02:00,HD0000224,KH01608,CH02,SP014,Bánh kẹo,1,33000,24236,25324,153,,,,,
2025-01-05 20:02:00,HD0000224,KH01608,CH02,SP062,Chăm sóc cá nhân,2,67000,37895,102829,181,,,,,
2025-01-05 18:13:00,HD0000225,KH01997,CH01,SP063,Chăm sóc cá nhân,2,76500,53635,168486,298,,,,,
2025-01-05 20:36:00,HD0000226,KH01435,CH01,SP063,Chăm sóc cá nhân,3,76500,53635,264771,295,,,,,
2025-01-05 15:13:00,HD0000227,KH02419,CH01,SP039,Đồ gia dụng,2,68500,43064,155154,193,,,,,
2025-01-05 15:13:00,HD0000227,KH02419,CH01,SP043,Đồ gia dụng,1,102500,79037,116082,424,,,,,
2025-01-05 09:31:00,HD0000228,KHACH_LE,CH02,SP021,Thực phẩm khô,2,65000,49625,130000,340,,,,,
2025-01-05 09:31:00,HD0000228,KHACH_LE,CH02,SP053,Văn phòng phẩm,1,20000,13022,20000,264,,,,,
2025-01-05 08:24:00,HD0000229,KH00558,CH02,SP039,Đồ gia dụng,4,68500,43064,253976,189,,,,,
2025-01-05 08:24:00,HD0000229,KH00558,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,41248,462,,,,,
2025-01-05 08:24:00,HD0000229,KH00558,CH02,SP035,Hóa mỹ phẩm,2,58000,32258,107523,253,,,,,
2025-01-05 08:24:00,HD0000229,KH00558,CH02,SP043,Đồ gia dụng,1,102500,79037,95009,423,,,,,
2025-01-05 19:42:00,HD0000230,KH02124,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,44014,186,,,,,
2025-01-05 11:09:00,HD0000231,KH00745,CH01,SP054,Mẹ & bé,1,173500,135435,196658,335,,,,,
2025-01-05 10:21:00,HD0000232,KH00745,CH02,SP019,Bánh kẹo,1,34500,23560,39105,420,,,,,
2025-01-05 10:21:00,HD0000232,KH00745,CH02,SP024,Thực phẩm khô,3,47500,37727,161520,378,,,,,
2025-01-05 10:25:00,HD0000233,KH00717,CH01,SP008,Đồ uống,1,17500,12667,18689,465,,,,,
2025-01-05 10:25:00,HD0000233,KH00717,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,71551,180,,,,,
2025-01-05 10:25:00,HD0000233,KH00717,CH01,SP027,Thực phẩm khô,1,56500,41015,60338,246,,,,,
2025-01-05 10:25:00,HD0000233,KH00717,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,95045,460,,,,,
2025-01-05 12:10:00,HD0000234,KH00345,CH01,SP026,Thực phẩm khô,1,36000,28252,28569,214,,,,,
2025-01-05 12:10:00,HD0000234,KH00345,CH01,SP069,Chăm sóc cá nhân,3,17000,11459,40472,311,,,,,
2025-01-05 17:55:00,HD0000235,KH00506,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,49289,185,,,,,
2025-01-05 17:55:00,HD0000235,KH00506,CH01,SP002,Đồ uống,1,26500,22201,29685,234,,,,,
2025-01-05 18:53:00,HD0000236,KH02122,CH01,SP052,Văn phòng phẩm,3,35000,25680,116351,283,,,,,
2025-01-05 15:05:00,HD0000237,KH00822,CH01,SP030,Hóa mỹ phẩm,1,82500,59214,87167,402,,,,,
2025-01-05 13:57:00,HD0000238,KH01435,CH01,SP013,Bánh kẹo,1,14500,10565,16728,486,,,,,
2025-01-05 12:29:00,HD0000239,KH01064,CH01,SP005,Đồ uống,1,25000,18576,21766,274,,,,,
2025-01-05 12:29:00,HD0000239,KH01064,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,38744,459,,,,,
2025-01-05 12:14:00,HD0000240,KH00506,CH01,SP014,Bánh kẹo,2,33000,24236,73933,151,,,,,
2025-01-05 20:46:00,HD0000241,KH02255,CH02,SP014,Bánh kẹo,1,33000,24236,31934,150,,,,,
2025-01-05 12:13:00,HD0000242,KH00237,CH02,SP009,Đồ uống,2,29000,23916,63688,422,,,,,
2025-01-05 12:13:00,HD0000242,KH00237,CH02,SP002,Đồ uống,1,26500,22201,29099,233,,,,,
2025-01-05 09:50:00,HD0000243,KH01694,CH01,SP001,Đồ uống,3,28500,22599,70775,155,,,,,
2025-01-05 19:33:00,HD0000244,KH00345,CH01,SP021,Thực phẩm khô,1,65000,49625,51582,339,,,,,
2025-01-05 19:33:00,HD0000244,KH00345,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,35314,458,,,,,
2025-01-05 18:55:00,HD0000245,KH01753,CH02,SP053,Văn phòng phẩm,4,20000,13022,78126,260,,,,,
2025-01-05 18:11:00,HD0000246,KH00745,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,50440,457,,,,,
2025-01-05 18:11:00,HD0000246,KH00745,CH01,SP046,Văn phòng phẩm,1,6000,3637,6801,374,,,,,
2025-01-05 10:34:00,HD0000247,KH00745,CH02,SP039,Đồ gia dụng,1,68500,43064,77643,188,,,,,
2025-01-05 10:34:00,HD0000247,KH00745,CH02,SP043,Đồ gia dụng,1,102500,79037,116181,422,,,,,
2025-01-05 12:29:00,HD0000248,KH01435,CH01,SP001,Đồ uống,1,28500,22599,32880,154,,,,,
2025-01-05 12:29:00,HD0000248,KH01435,CH01,SP014,Bánh kẹo,2,33000,24236,76143,148,,,,,
2025-01-05 10:00:00,HD0000249,KH00334,CH01,SP013,Bánh kẹo,1,14500,10565,15917,485,,,,,
2025-01-05 14:18:00,HD0000250,KH01261,CH02,SP027,Thực phẩm khô,1,56500,41015,45542,245,,,,,
2025-01-05 14:18:00,HD0000250,KH01261,CH02,SP026,Thực phẩm khô,3,36000,28252,87053,211,,,,,
2025-01-05 10:50:00,HD0000251,KH01738,CH01,SP052,Văn phòng phẩm,1,35000,25680,30534,282,,,,,
2025-01-05 08:14:00,HD0000252,KH00672,CH01,SP052,Văn phòng phẩm,5,35000,25680,153815,277,,,,,
2025-01-05 08:14:00,HD0000252,KH00672,CH01,SP055,Mẹ & bé,1,66000,52356,58010,480,,,,,
2025-01-05 08:43:00,HD0000253,KH01180,CH02,SP056,Mẹ & bé,1,94000,61160,79959,253,,,,,
2025-01-05 17:56:00,HD0000254,KH00900,CH02,SP061,Mẹ & bé,1,198000,126558,200323,398,,,,,
2025-01-05 17:56:00,HD0000254,KH00900,CH02,SP035,Hóa mỹ phẩm,1,58000,32258,58681,252,,,,,
2025-01-05 11:40:00,HD0000255,KH01743,CH01,SP016,Bánh kẹo,1,38000,28191,39056,445,,,,,
2025-01-05 14:42:00,HD0000256,KH00898,CH01,SP044,Đồ gia dụng,1,159000,121775,157556,318,,,,,
2025-01-05 19:23:00,HD0000257,KH00237,CH01,SP052,Văn phòng phẩm,1,35000,25680,38433,276,,,,,
2025-01-05 19:23:00,HD0000257,KH00237,CH01,SP002,Đồ uống,1,26500,22201,29099,232,,,,,
2025-01-05 10:31:00,HD0000258,KH00051,CH02,SP010,Đồ uống,1,9000,7469,11012,441,,,,,
2025-01-05 09:41:00,HD0000259,KH01187,CH01,SP005,Đồ uống,1,25000,18576,24267,273,,,,,
2025-01-05 19:17:00,HD0000260,KHACH_LE,CH02,SP019,Bánh kẹo,1,34500,23560,34500,419,,,,,
2025-01-05 18:17:00,HD0000261,KH00898,CH01,SP053,Văn phòng phẩm,1,20000,13022,19818,259,,,,,
2025-01-05 18:17:00,HD0000261,KH00898,CH01,SP063,Chăm sóc cá nhân,5,76500,53635,379025,290,,,,,
2025-01-05 18:17:00,HD0000261,KH00898,CH01,SP054,Mẹ & bé,4,173500,135435,687695,331,,,,,
2025-01-05 16:34:00,HD0000262,KH01168,CH02,SP063,Chăm sóc cá nhân,1,76500,53635,68786,289,,,,,
2025-01-05 08:56:00,HD0000263,KH01071,CH01,SP007,Đồ uống,1,30000,23037,25121,342,,,,,
2025-01-05 10:53:00,HD0000264,KH00506,CH01,SP029,Hóa mỹ phẩm,3,27500,20130,92417,377,,,,,
2025-01-05 14:54:00,HD0000265,KH01545,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,70636,179,,,,,
2025-01-05 20:07:00,HD0000266,KH00745,CH02,SP001,Đồ uống,1,28500,22599,32304,153,,,,,
2025-01-05 11:15:00,HD0000267,KH01261,CH01,SP027,Thực phẩm khô,2,56500,41015,91084,243,,,,,
2025-01-05 10:05:00,HD0000268,KH00051,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,54448,456,,,,,
2025-01-05 08:28:00,HD0000269,KH00898,CH01,SP039,Đồ gia dụng,1,68500,43064,67878,187,,,,,
2025-01-06 19:33:00,HD0000270,KH01187,CH02,SP014,Bánh kẹo,1,33000,24236,32032,147,,,,,
2025-01-06 19:33:00,HD0000270,KH01187,CH02,SP060,Mẹ & bé,1,218000,139411,211607,394,,,,,
2025-01-06 19:33:00,HD0000270,KH01187,CH02,SP049,Văn phòng phẩm,1,31000,22009,30091,216,,,,,
2025-01-06 18:19:00,HD0000271,KH00054,CH02,SP025,Thực phẩm khô,1,79000,62562,88665,267,,,,,
2025-01-06 18:19:00,HD0000271,KH00054,CH02,SP046,Văn phòng phẩm,1,6000,3637,6734,373,,,,,
2025-01-06 18:19:00,HD0000271,KH00054,CH02,SP024,Thực phẩm khô,1,47500,37727,53311,377,,,,,
2025-01-06 16:45:00,HD0000272,KH00334,CH01,SP014,Bánh kẹo,1,33000,24236,36225,146,,,,,
2025-01-06 16:45:00,HD0000272,KH00334,CH01,SP024,Thực phẩm khô,2,47500,37727,104283,375,,,,,
